action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1981599,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1cccc(-c2ccncc2)c1,,,CHEMBL1149699,Bioorg Med Chem,2007,,CHEMBL240800,,CHEMBL240800,,0,http://www.openphacts.org/units/Nanomolar,661437,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981600,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1ccc(-c2ccncc2)s1,,,CHEMBL1149699,Bioorg Med Chem,2007,,CHEMBL392982,,CHEMBL392982,,0,http://www.openphacts.org/units/Nanomolar,661436,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981601,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1nc(-c2ccncc2)ns1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '20.08', 'le': '0.39', 'lle': '3.06', 'sei': '8.75'}",CHEMBL241439,,CHEMBL241439,6.21,0,http://www.openphacts.org/units/Nanomolar,661435,=,1,1,=,,IC50,nM,,616.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,616.0
,,1981602,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1nc(-c2ccncc2)no1,,,CHEMBL1149699,Bioorg Med Chem,2007,,CHEMBL238462,,CHEMBL238462,,0,http://www.openphacts.org/units/Nanomolar,661434,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981603,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1nc(-c2ccncc2)cs1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '23.07', 'le': '0.44', 'lle': '3.35', 'sei': '12.24'}",CHEMBL391058,,CHEMBL391058,7.11,0,http://www.openphacts.org/units/Nanomolar,661433,=,1,1,=,,IC50,nM,,77.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,77.0
,,1981604,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1csc(-c2ccncc2)n1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '23.03', 'le': '0.44', 'lle': '3.34', 'sei': '12.22'}",CHEMBL240799,,CHEMBL240799,7.10,0,http://www.openphacts.org/units/Nanomolar,661432,=,1,1,=,,IC50,nM,,79.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,79.0
,,1981605,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2n1-c1csc(-c2ccncc2)n1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '20.17', 'le': '0.39', 'lle': '3.10', 'sei': '9.34'}",CHEMBL392792,,CHEMBL392792,5.94,0,http://www.openphacts.org/units/Nanomolar,661431,=,1,1,=,,IC50,nM,,1160.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,1160.0
,,1981606,[],CHEMBL899217,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2c(=O)n1-c1csc(-c2ccncc2)n1,,,CHEMBL1149699,Bioorg Med Chem,2007,,CHEMBL239924,,CHEMBL239924,,0,http://www.openphacts.org/units/Nanomolar,661430,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981607,[],CHEMBL899218,Inhibition of human His-tagged p25/CDK5,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1csc(-c2ccncc2)n1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '23.03', 'le': '0.44', 'lle': '3.34', 'sei': '12.22'}",CHEMBL240799,,CHEMBL240799,7.10,0,http://www.openphacts.org/units/Nanomolar,661432,=,1,1,=,,IC50,nM,,79.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,79.0
,,1981608,[],CHEMBL899218,Inhibition of human His-tagged p25/CDK5,B,,,BAO_0000190,BAO_0000223,protein complex format,CCc1cc(-c2nc(N3Cc4ccccc4NC3=O)cs2)ccn1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '18.21', 'le': '0.35', 'lle': '1.81', 'sei': '10.54'}",CHEMBL240353,,CHEMBL240353,6.13,0,http://www.openphacts.org/units/Nanomolar,661454,=,1,1,=,,IC50,nM,,746.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,746.0
,,1981609,[],CHEMBL899218,Inhibition of human His-tagged p25/CDK5,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1nc(-c2ccccn2)cs1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '16.65', 'le': '0.32', 'lle': '1.37', 'sei': '8.83'}",CHEMBL393491,,CHEMBL393491,5.13,0,http://www.openphacts.org/units/Nanomolar,661453,=,1,1,=,,IC50,nM,,7360.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,7360.0
,,1981610,[],CHEMBL899218,Inhibition of human His-tagged p25/CDK5,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1nc(-c2cccnc2)cs1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '20.75', 'le': '0.40', 'lle': '2.64', 'sei': '11.01'}",CHEMBL238716,,CHEMBL238716,6.40,0,http://www.openphacts.org/units/Nanomolar,661452,=,1,1,=,,IC50,nM,,399.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,399.0
,,1981611,[],CHEMBL899218,Inhibition of human His-tagged p25/CDK5,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2cc(CN3CCOCC3)ccc2CN1c1csc(-c2ccncc2)n1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '17.69', 'le': '0.34', 'lle': '3.62', 'sei': '10.21'}",CHEMBL400630,,CHEMBL400630,7.21,0,http://www.openphacts.org/units/Nanomolar,661451,=,1,1,=,,IC50,nM,,62.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,62.0
,,1981612,[],CHEMBL899218,Inhibition of human His-tagged p25/CDK5,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2cc(F)ccc2CN1c1csc(-c2ccncc2)n1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '23.89', 'le': '0.46', 'lle': '3.90', 'sei': '13.41'}",CHEMBL393041,,CHEMBL393041,7.80,0,http://www.openphacts.org/units/Nanomolar,661445,=,1,1,=,,IC50,nM,,16.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,16.0
,,1981613,[],CHEMBL899218,Inhibition of human His-tagged p25/CDK5,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C1Nc2ccccc2CN1c1nc(-c2ccncc2)cs1,,,CHEMBL1149699,Bioorg Med Chem,2007,"{'bei': '23.07', 'le': '0.44', 'lle': '3.35', 'sei': '12.24'}",CHEMBL391058,,CHEMBL391058,7.11,0,http://www.openphacts.org/units/Nanomolar,661433,=,1,1,=,,IC50,nM,,77.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,77.0
,,1981628,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2ccncc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '23.80', 'le': '0.45', 'lle': '3.56', 'sei': '12.39'}",CHEMBL235764,,CHEMBL235764,7.27,0,http://www.openphacts.org/units/Nanomolar,661457,=,1,1,=,,IC50,nM,,54.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,54.0
,,1981629,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(C[S+]([O-])c2ccccc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '18.89', 'le': '0.38', 'lle': '2.96', 'sei': '10.06'}",CHEMBL238790,,CHEMBL238790,6.92,0,http://www.openphacts.org/units/Nanomolar,661489,=,1,1,=,,IC50,nM,,120.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,120.0
,,1981630,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(C)(C)S(=O)(=O)Cc1nc(-c2cc3ccccc3[nH]c2=O)cs1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '14.24', 'le': '0.29', 'lle': '1.80', 'sei': '6.46'}",CHEMBL394009,,CHEMBL394009,5.16,0,http://www.openphacts.org/units/Nanomolar,661488,=,1,1,=,,IC50,nM,,6900.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,6900.0
,,1981631,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,CS(=O)(=O)Cc1nc(-c2cc3ccccc3[nH]c2=O)cs1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '20.36', 'le': '0.42', 'lle': '4.32', 'sei': '8.16'}",CHEMBL241765,,CHEMBL241765,6.52,0,http://www.openphacts.org/units/Nanomolar,661487,=,1,1,=,,IC50,nM,,300.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,300.0
,,1981632,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(CS(=O)(=O)c2ccc(Cl)cc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '15.88', 'le': '0.33', 'lle': '2.34', 'sei': '8.29'}",CHEMBL239855,,CHEMBL239855,6.62,0,http://www.openphacts.org/units/Nanomolar,661486,=,1,1,=,,IC50,nM,,240.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,240.0
,,1981633,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(CS(=O)(=O)c2cccs2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '22.34', 'le': '0.47', 'lle': '4.99', 'sei': '10.86'}",CHEMBL391906,,CHEMBL391906,8.68,0,http://www.openphacts.org/units/Nanomolar,661485,=,1,1,=,,IC50,nM,,2.1,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,2.1
,,1981634,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(CS(=O)(=O)c2ccccn2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '20.86', 'le': '0.42', 'lle': '4.98', 'sei': '8.62'}",CHEMBL239636,,CHEMBL239636,8.00,0,http://www.openphacts.org/units/Nanomolar,661484,=,1,1,=,,IC50,nM,,10.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10.0
,,1981635,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(CS(=O)(=O)c2ccccc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '19.71', 'le': '0.40', 'lle': '3.91', 'sei': '9.43'}",CHEMBL391905,,CHEMBL391905,7.54,0,http://www.openphacts.org/units/Nanomolar,661483,=,1,1,=,,IC50,nM,,29.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,29.0
,,1981636,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc(-c2nc(-c3cc4ccccc4[nH]c3=O)cs2)cc1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,,CHEMBL391726,,CHEMBL391726,,0,http://www.openphacts.org/units/Nanomolar,661482,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981637,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2ccc(O)cc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '23.78', 'le': '0.45', 'lle': '3.60', 'sei': '11.55'}",CHEMBL241545,,CHEMBL241545,7.62,0,http://www.openphacts.org/units/Nanomolar,661481,=,1,1,=,,IC50,nM,,24.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,24.0
,,1981638,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,Nc1ccc(-c2nc(-c3cc4ccccc4[nH]c3=O)cs2)cc1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '21.20', 'le': '0.40', 'lle': '2.87', 'sei': '9.43'}",CHEMBL241335,,CHEMBL241335,6.77,0,http://www.openphacts.org/units/Nanomolar,661480,=,1,1,=,,IC50,nM,,170.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,170.0
,,1981639,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2ccc(Cl)cc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,,CHEMBL429814,,CHEMBL429814,,0,http://www.openphacts.org/units/Nanomolar,661479,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981640,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2cccc(Cl)c2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,,CHEMBL395147,,CHEMBL395147,,0,http://www.openphacts.org/units/Nanomolar,661478,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981641,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2ccccc2Cl)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,,CHEMBL393910,,CHEMBL393910,,0,http://www.openphacts.org/units/Nanomolar,661477,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,10000.0
,,1981642,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2cccnc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '23.91', 'le': '0.45', 'lle': '3.59', 'sei': '12.45'}",CHEMBL240478,,CHEMBL240478,7.30,0,http://www.openphacts.org/units/Nanomolar,661476,=,1,1,=,,IC50,nM,,50.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,50.0
,,1981643,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2ccsc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '20.58', 'le': '0.42', 'lle': '2.01', 'sei': '13.96'}",CHEMBL393909,,CHEMBL393909,6.39,0,http://www.openphacts.org/units/Nanomolar,661475,=,1,1,=,,IC50,nM,,410.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,410.0
,,1981644,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2cc1-c1csc(-c2ccccc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '19.23', 'le': '0.36', 'lle': '1.53', 'sei': '12.80'}",CHEMBL240264,,CHEMBL240264,5.85,0,http://www.openphacts.org/units/Nanomolar,661474,=,1,1,=,,IC50,nM,,1400.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,1400.0
,,1981645,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,CN1CCN(c2ccc3[nH]c(=O)c(-c4csc(-c5ccncc5)n4)c(N)c3c2)CC1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '16.54', 'le': '0.32', 'lle': '3.87', 'sei': '7.59'}",CHEMBL392145,,CHEMBL392145,6.92,0,http://www.openphacts.org/units/Nanomolar,661473,=,1,1,=,,IC50,nM,,120.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,120.0
,,1981646,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,Nc1c(-c2csc(-c3ccncc3)n2)c(=O)[nH]c2ccc(N3CCCCC3)cc12,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '16.36', 'le': '0.31', 'lle': '2.31', 'sei': '7.51'}",CHEMBL240048,,CHEMBL240048,6.60,0,http://www.openphacts.org/units/Nanomolar,661472,=,1,1,=,,IC50,nM,,250.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,250.0
,,1981647,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,Nc1c(-c2csc(-c3ccncc3)n2)c(=O)[nH]c2ccc(Cl)cc12,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '23.73', 'le': '0.48', 'lle': '4.47', 'sei': '9.95'}",CHEMBL394007,,CHEMBL394007,8.42,0,http://www.openphacts.org/units/Nanomolar,661471,=,1,1,=,,IC50,nM,,3.8,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,3.8
,,1981648,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,Nc1c(-c2csc(-c3ccncc3)n2)c(=O)[nH]c2ccccc12,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '24.84', 'le': '0.47', 'lle': '4.66', 'sei': '9.40'}",CHEMBL241326,,CHEMBL241326,7.96,0,http://www.openphacts.org/units/Nanomolar,661470,=,1,1,=,,IC50,nM,,11.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,11.0
,,1981649,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,Cc1c(-c2csc(-c3ccncc3)n2)c(=O)[nH]c2ccccc12,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '17.39', 'le': '0.33', 'lle': '1.53', 'sei': '9.47'}",CHEMBL391116,,CHEMBL391116,5.55,0,http://www.openphacts.org/units/Nanomolar,661469,=,1,1,=,,IC50,nM,,2800.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,2800.0
,,1981650,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2c(-c2ccccc2)c1-c1csc(-c2ccncc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '16.59', 'le': '0.31', 'lle': '0.95', 'sei': '10.79'}",CHEMBL241325,,CHEMBL241325,6.33,0,http://www.openphacts.org/units/Nanomolar,661468,=,1,1,=,,IC50,nM,,470.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,470.0
,,1981651,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccccc2c(O)c1-c1csc(-c2ccncc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '21.15', 'le': '0.40', 'lle': '3.38', 'sei': '8.62'}",CHEMBL392343,,CHEMBL392343,6.80,0,http://www.openphacts.org/units/Nanomolar,661467,=,1,1,=,,IC50,nM,,160.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,160.0
,,1981652,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=C(c1ccc2cc(-c3csc(-c4ccncc4)n3)c(=O)[nH]c2c1)N1CCCCC1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '20.57', 'le': '0.39', 'lle': '4.23', 'sei': '10.85'}",CHEMBL241116,,CHEMBL241116,8.57,0,http://www.openphacts.org/units/Nanomolar,661466,=,1,1,=,,IC50,nM,,2.7,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,2.7
,,1981653,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,CN1CCN(C(=O)c2ccc3cc(-c4csc(-c5ccncc5)n4)c(=O)[nH]c3c2)CC1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '19.37', 'le': '0.37', 'lle': '5.26', 'sei': '10.17'}",CHEMBL399626,,CHEMBL399626,8.36,0,http://www.openphacts.org/units/Nanomolar,661465,=,1,1,=,,IC50,nM,,4.4,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,4.4
,,1981654,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,CCN(CCN(C)C)C(=O)c1ccc2cc(-c3csc(-c4ccncc4)n3)c(=O)[nH]c2c1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '18.06', 'le': '0.34', 'lle': '4.34', 'sei': '9.83'}",CHEMBL236996,,CHEMBL236996,8.08,0,http://www.openphacts.org/units/Nanomolar,661464,=,1,1,=,,IC50,nM,,8.3,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,8.3
,,1981655,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2cc(C(F)(F)F)ccc2cc1-c1csc(-c2ccncc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '21.96', 'le': '0.43', 'lle': '3.47', 'sei': '13.98'}",CHEMBL235963,,CHEMBL235963,8.20,0,http://www.openphacts.org/units/Nanomolar,661463,=,1,1,=,,IC50,nM,,6.3,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,6.3
,,1981656,[],CHEMBL899224,Inhibition of human CDK5/p25 by HTRF assay,B,,,BAO_0000190,BAO_0000223,protein complex format,O=c1[nH]c2ccc(Cl)cc2cc1-c1csc(-c2ccncc2)n1,,,CHEMBL1149700,Bioorg Med Chem Lett,2007,"{'bei': '23.42', 'le': '0.47', 'lle': '3.59', 'sei': '13.57'}",CHEMBL235962,,CHEMBL235962,7.96,0,http://www.openphacts.org/units/Nanomolar,661462,=,1,1,=,,IC50,nM,,11.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,nM,UO_0000065,,11.0
